user_id,event_time,event_type,device,source
ac359e33,2024-01-01 08:19:44,add_to_cart,iOS,Google Ads
ac359e33,2024-01-01 08:23:24,checkout_start,iOS,Google Ads
ac359e33,2024-01-01 08:28:12,purchase_success,iOS,Google Ads
355d72e8,2024-01-01 11:27:00,homepage_view,Web,Instagram Ads
30c749d6,2024-01-01 15:06:00,homepage_view,Android,Instagram Ads
30c749d6,2024-01-01 15:07:21,product_view,Android,Instagram Ads
da627c19,2024-01-01 06:50:00,homepage_view,Android,Direct
da627c19,2024-01-01 06:51:48,product_view,Android,Direct
da627c19,2024-01-01 06:53:42,add_to_cart,Android,Direct
da627c19,2024-01-01 06:57:56,checkout_start,Android,Direct
005c6de8,2024-01-01 03:07:00,homepage_view,Web,Instagram Ads
005c6de8,2024-01-01 03:10:41,product_view,Web,Instagram Ads
93b3fe30,2024-01-01 19:30:00,homepage_view,Android,Organic
93b3fe30,2024-01-01 19:30:36,product_view,Android,Organic
c9d4eda0,2024-01-01 20:49:00,homepage_view,iOS,Instagram Ads
c9d4eda0,2024-01-01 20:53:02,product_view,iOS,Instagram Ads
804e5aa7,2024-01-01 19:37:00,homepage_view,iOS,Google Ads
36fc5a27,2024-01-01 10:34:00,homepage_view,iOS,Instagram Ads
012689f5,2024-01-01 15:40:00,homepage_view,iOS,Organic
012689f5,2024-01-01 15:43:43,product_view,iOS,Organic
5592b4a4,2024-01-01 11:07:00,homepage_view,Web,Organic
5592b4a4,2024-01-01 11:10:03,product_view,Web,Organic
5592b4a4,2024-01-01 11:14:26,add_to_cart,Web,Organic
5592b4a4,2024-01-01 11:17:28,checkout_start,Web,Organic
5592b4a4,2024-01-01 11:18:50,purchase_success,Web,Organic
d551bf00,2024-01-01 01:53:00,homepage_view,Android,Organic
67554606,2024-01-01 09:37:00,homepage_view,Android,Instagram Ads
67554606,2024-01-01 09:39:13,product_view,Android,Instagram Ads
fe7fa614,2024-01-01 09:37:00,homepage_view,iOS,Instagram Ads
fe7fa614,2024-01-01 09:39:00,product_view,iOS,Instagram Ads
8140ecfe,2024-01-01 06:22:00,homepage_view,Web,Instagram Ads
8140ecfe,2024-01-01 06:22:30,product_view,Web,Instagram Ads
8140ecfe,2024-01-01 06:22:53,add_to_cart,Web,Instagram Ads
8140ecfe,2024-01-01 06:26:58,checkout_start,Web,Instagram Ads
8140ecfe,2024-01-01 06:29:13,purchase_success,Web,Instagram Ads
c23087f2,2024-01-01 16:35:00,homepage_view,Android,Organic
95e32a04,2024-01-01 06:10:00,homepage_view,Android,Direct
95e32a04,2024-01-01 06:13:30,product_view,Android,Direct
95e32a04,2024-01-01 06:14:37,add_to_cart,Android,Direct
95e32a04,2024-01-01 06:17:36,checkout_start,Android,Direct
f238b06d,2024-01-01 10:27:00,homepage_view,Web,Google Ads
f238b06d,2024-01-01 10:27:46,product_view,Web,Google Ads
d0f72588,2024-01-01 02:20:00,homepage_view,Android,Direct
afbe3ac5,2024-01-01 20:24:00,homepage_view,iOS,Instagram Ads
afbe3ac5,2024-01-01 20:25:45,product_view,iOS,Instagram Ads
afbe3ac5,2024-01-01 20:29:48,add_to_cart,iOS,Instagram Ads
afbe3ac5,2024-01-01 20:31:34,checkout_start,iOS,Instagram Ads
afbe3ac5,2024-01-01 20:36:27,purchase_success,iOS,Instagram Ads
35ca7ea4,2024-01-01 10:14:00,homepage_view,Web,Google Ads
e310eab6,2024-01-01 14:58:00,homepage_view,Web,Organic
e310eab6,2024-01-01 15:02:23,product_view,Web,Organic
e310eab6,2024-01-01 15:06:12,add_to_cart,Web,Organic
e310eab6,2024-01-01 15:06:51,checkout_start,Web,Organic
e310eab6,2024-01-01 15:11:11,purchase_success,Web,Organic
81c2b37c,2024-01-01 08:08:00,homepage_view,Android,Organic
ea13d047,2024-01-01 08:47:00,homepage_view,Android,Google Ads
ea13d047,2024-01-01 08:51:23,product_view,Android,Google Ads
ea13d047,2024-01-01 08:51:48,add_to_cart,Android,Google Ads
a9416438,2024-01-01 04:38:00,homepage_view,Web,Instagram Ads
d4224422,2024-01-01 23:55:00,homepage_view,iOS,Direct
30fc57be,2024-01-01 04:02:00,homepage_view,Android,Google Ads
30fc57be,2024-01-01 04:03:15,product_view,Android,Google Ads
5d95ef19,2024-01-01 14:59:00,homepage_view,Android,Organic
4f81d017,2024-01-01 19:17:00,homepage_view,Android,Organic
4f81d017,2024-01-01 19:20:25,product_view,Android,Organic
4b71fc2c,2024-01-01 12:10:00,homepage_view,iOS,Instagram Ads
4b71fc2c,2024-01-01 12:10:26,product_view,iOS,Instagram Ads
4c7c5ee9,2024-01-01 19:42:00,homepage_view,Web,Instagram Ads
4c7c5ee9,2024-01-01 19:42:30,product_view,Web,Instagram Ads
4c7c5ee9,2024-01-01 19:46:22,add_to_cart,Web,Instagram Ads
4c7c5ee9,2024-01-01 19:48:52,checkout_start,Web,Instagram Ads
4c7c5ee9,2024-01-01 19:53:29,purchase_success,Web,Instagram Ads
cfe4dc4d,2024-01-01 13:01:00,homepage_view,Android,Direct
cfe4dc4d,2024-01-01 13:03:13,product_view,Android,Direct
92949edc,2024-01-01 21:46:00,homepage_view,Android,Instagram Ads
92949edc,2024-01-01 21:47:21,product_view,Android,Instagram Ads
6d0bb59e,2024-01-01 17:56:00,homepage_view,iOS,Instagram Ads
6d0bb59e,2024-01-01 17:56:40,product_view,iOS,Instagram Ads
30193dfe,2024-01-01 05:52:00,homepage_view,Android,Instagram Ads
cce32250,2024-01-01 12:16:00,homepage_view,iOS,Organic
cce32250,2024-01-01 12:19:35,product_view,iOS,Organic
a2fa4589,2024-01-01 03:21:00,homepage_view,iOS,Direct
10cfda73,2024-01-01 18:24:00,homepage_view,iOS,Organic
9c6044ea,2024-01-01 00:47:00,homepage_view,Web,Instagram Ads
9c6044ea,2024-01-01 00:47:15,product_view,Web,Instagram Ads
9c6044ea,2024-01-01 00:50:22,add_to_cart,Web,Instagram Ads
9c6044ea,2024-01-01 00:54:42,checkout_start,Web,Instagram Ads
9c6044ea,2024-01-01 00:56:21,purchase_success,Web,Instagram Ads
a647ae2c,2024-01-01 22:19:00,homepage_view,Android,Organic
a647ae2c,2024-01-01 22:20:05,product_view,Android,Organic
e2b171ac,2024-01-01 11:20:00,homepage_view,Android,Google Ads
e2b171ac,2024-01-01 11:23:59,product_view,Android,Google Ads
e2b171ac,2024-01-01 11:26:42,add_to_cart,Android,Google Ads
d0d47e3a,2024-01-01 22:02:00,homepage_view,Android,Instagram Ads
2e5cbd18,2024-01-01 22:22:00,homepage_view,Android,Instagram Ads
06249153,2024-01-01 18:13:00,homepage_view,Android,Google Ads
06249153,2024-01-01 18:13:46,product_view,Android,Google Ads
f1df5bac,2024-01-01 10:15:00,homepage_view,Android,Google Ads
94671851,2024-01-01 07:07:00,homepage_view,Android,Organic
f82d4b99,2024-01-01 12:38:00,homepage_view,Android,Direct
f82d4b99,2024-01-01 12:42:41,product_view,Android,Direct
c3356122,2024-01-01 12:51:00,homepage_view,Web,Organic
c3356122,2024-01-01 12:53:49,product_view,Web,Organic
eae6f175,2024-01-01 01:56:00,homepage_view,Web,Google Ads
eae6f175,2024-01-01 01:57:02,product_view,Web,Google Ads
eae6f175,2024-01-01 01:59:53,add_to_cart,Web,Google Ads
eae6f175,2024-01-01 02:04:24,checkout_start,Web,Google Ads
eae6f175,2024-01-01 02:06:38,purchase_success,Web,Google Ads
9cc7df0c,2024-01-01 02:18:00,homepage_view,Android,Direct
9cc7df0c,2024-01-01 02:19:58,product_view,Android,Direct
3c1f1c01,2024-01-01 08:36:00,homepage_view,Web,Organic
3c1f1c01,2024-01-01 08:37:01,product_view,Web,Organic
5f69d8d4,2024-01-01 22:24:00,homepage_view,iOS,Instagram Ads
8e4b4197,2024-01-01 05:55:00,homepage_view,Android,Google Ads
8e4b4197,2024-01-01 05:56:43,product_view,Android,Google Ads
8e4b4197,2024-01-01 05:58:34,add_to_cart,Android,Google Ads
8e4b4197,2024-01-01 06:01:51,checkout_start,Android,Google Ads
76f24f56,2024-01-01 03:33:00,homepage_view,Android,Direct
1fbde443,2024-01-01 01:43:00,homepage_view,Android,Organic
1fbde443,2024-01-01 01:44:39,product_view,Android,Organic
1fbde443,2024-01-01 01:48:22,add_to_cart,Android,Organic
1fbde443,2024-01-01 01:51:11,checkout_start,Android,Organic
23696a03,2024-01-01 13:58:00,homepage_view,Web,Instagram Ads
23696a03,2024-01-01 14:01:02,product_view,Web,Instagram Ads
c18b7614,2024-01-01 03:50:00,homepage_view,Web,Organic
c18b7614,2024-01-01 03:51:09,product_view,Web,Organic
82325d69,2024-01-01 12:18:00,homepage_view,Android,Google Ads
fd704109,2024-01-01 02:07:00,homepage_view,iOS,Direct
fd704109,2024-01-01 02:08:45,product_view,iOS,Direct
07538526,2024-01-01 23:17:00,homepage_view,Web,Organic
07538526,2024-01-01 23:17:40,product_view,Web,Organic
07538526,2024-01-01 23:22:04,add_to_cart,Web,Organic
07538526,2024-01-01 23:24:31,checkout_start,Web,Organic
07538526,2024-01-01 23:27:43,purchase_success,Web,Organic
adcfefc6,2024-01-01 21:42:00,homepage_view,Android,Direct
adcfefc6,2024-01-01 21:42:21,product_view,Android,Direct
517cb8c4,2024-01-01 04:49:00,homepage_view,iOS,Direct
784ea534,2024-01-01 22:23:00,homepage_view,Android,Direct
1caa64b7,2024-01-01 18:46:00,homepage_view,iOS,Direct
1caa64b7,2024-01-01 18:49:16,product_view,iOS,Direct
ab787db1,2024-01-01 19:26:00,homepage_view,Android,Google Ads
ab787db1,2024-01-01 19:26:27,product_view,Android,Google Ads
232c30c5,2024-01-01 09:51:00,homepage_view,Web,Instagram Ads
477082f3,2024-01-01 15:38:00,homepage_view,Android,Google Ads
477082f3,2024-01-01 15:40:00,product_view,Android,Google Ads
2c3abfb6,2024-01-01 17:53:00,homepage_view,iOS,Direct
18202037,2024-01-01 06:22:00,homepage_view,Android,Organic
04293853,2024-01-01 15:24:00,homepage_view,Android,Direct
0b851598,2024-01-01 09:49:00,homepage_view,iOS,Direct
0b851598,2024-01-01 09:51:41,product_view,iOS,Direct
0b851598,2024-01-01 09:56:05,add_to_cart,iOS,Direct
0b851598,2024-01-01 10:00:54,checkout_start,iOS,Direct
0b851598,2024-01-01 10:05:34,purchase_success,iOS,Direct
82f73241,2024-01-01 17:07:00,homepage_view,iOS,Google Ads
82f73241,2024-01-01 17:07:56,product_view,iOS,Google Ads
593fd6df,2024-01-01 15:56:00,homepage_view,iOS,Google Ads
593fd6df,2024-01-01 15:57:13,product_view,iOS,Google Ads
7e830576,2024-01-01 20:22:00,homepage_view,Android,Direct
8a8e2956,2024-01-01 12:01:00,homepage_view,iOS,Direct
8a8e2956,2024-01-01 12:01:21,product_view,iOS,Direct
d4974d79,2024-01-01 03:04:00,homepage_view,iOS,Organic
d4974d79,2024-01-01 03:04:21,product_view,iOS,Organic
03088d38,2024-01-01 09:01:00,homepage_view,Android,Organic
03088d38,2024-01-01 09:02:42,product_view,Android,Organic
7ad87fa2,2024-01-01 16:05:00,homepage_view,Android,Google Ads
7ad87fa2,2024-01-01 16:09:32,product_view,Android,Google Ads
7ad87fa2,2024-01-01 16:11:14,add_to_cart,Android,Google Ads
fa97c790,2024-01-01 22:10:00,homepage_view,Android,Direct
fa97c790,2024-01-01 22:13:24,product_view,Android,Direct
fa97c790,2024-01-01 22:18:21,add_to_cart,Android,Direct
4aa015b0,2024-01-01 02:51:00,homepage_view,Android,Direct
4aa015b0,2024-01-01 02:51:21,product_view,Android,Direct
4aa015b0,2024-01-01 02:53:11,add_to_cart,Android,Direct
0f186da7,2024-01-01 16:25:00,homepage_view,Android,Google Ads
dc42b81e,2024-01-01 05:10:00,homepage_view,iOS,Organic
dc42b81e,2024-01-01 05:10:37,product_view,iOS,Organic
b88ec64b,2024-01-01 16:12:00,homepage_view,Android,Direct
6dec31d4,2024-01-01 22:13:00,homepage_view,iOS,Google Ads
6dec31d4,2024-01-01 22:15:42,product_view,iOS,Google Ads
9feb6e61,2024-01-01 12:35:00,homepage_view,Android,Google Ads
9feb6e61,2024-01-01 12:35:51,product_view,Android,Google Ads
9feb6e61,2024-01-01 12:36:29,add_to_cart,Android,Google Ads
9feb6e61,2024-01-01 12:39:50,checkout_start,Android,Google Ads
63e2a162,2024-01-01 05:54:00,homepage_view,Android,Direct
63e2a162,2024-01-01 05:54:20,product_view,Android,Direct
437a7e02,2024-01-01 05:25:00,homepage_view,iOS,Direct
437a7e02,2024-01-01 05:28:53,product_view,iOS,Direct
437a7e02,2024-01-01 05:29:42,add_to_cart,iOS,Direct
65e2b6f8,2024-01-01 16:13:00,homepage_view,Android,Direct
65e2b6f8,2024-01-01 16:16:54,product_view,Android,Direct
401c8cac,2024-01-01 09:43:00,homepage_view,Android,Instagram Ads
401c8cac,2024-01-01 09:46:30,product_view,Android,Instagram Ads
401c8cac,2024-01-01 09:47:27,add_to_cart,Android,Instagram Ads
401c8cac,2024-01-01 09:48:56,checkout_start,Android,Instagram Ads
b69334e1,2024-01-01 20:26:00,homepage_view,Android,Organic
b69334e1,2024-01-01 20:30:02,product_view,Android,Organic
b69334e1,2024-01-01 20:33:02,add_to_cart,Android,Organic
b69334e1,2024-01-01 20:34:18,checkout_start,Android,Organic
1e51ab8c,2024-01-01 17:14:00,homepage_view,Web,Direct
1e51ab8c,2024-01-01 17:15:33,product_view,Web,Direct
46c46da5,2024-01-01 07:28:00,homepage_view,Android,Instagram Ads
46c46da5,2024-01-01 07:29:09,product_view,Android,Instagram Ads
46c46da5,2024-01-01 07:32:09,add_to_cart,Android,Instagram Ads
46c46da5,2024-01-01 07:33:37,checkout_start,Android,Instagram Ads
7adcb278,2024-01-01 13:19:00,homepage_view,Android,Instagram Ads
7adcb278,2024-01-01 13:20:02,product_view,Android,Instagram Ads
8e14b60d,2024-01-01 05:54:00,homepage_view,Web,Direct
8e14b60d,2024-01-01 05:58:20,product_view,Web,Direct
b7d0ee74,2024-01-01 13:08:00,homepage_view,iOS,Organic
b7d0ee74,2024-01-01 13:11:16,product_view,iOS,Organic
05779455,2024-01-01 19:35:00,homepage_view,Android,Instagram Ads
05779455,2024-01-01 19:38:07,product_view,Android,Instagram Ads
05779455,2024-01-01 19:39:53,add_to_cart,Android,Instagram Ads
05779455,2024-01-01 19:41:17,checkout_start,Android,Instagram Ads
7682ab26,2024-01-01 14:07:00,homepage_view,Android,Google Ads
7682ab26,2024-01-01 14:07:28,product_view,Android,Google Ads
b04bedd5,2024-01-01 02:31:00,homepage_view,Android,Direct
b04bedd5,2024-01-01 02:33:54,product_view,Android,Direct
36290e72,2024-01-01 07:20:00,homepage_view,Android,Direct
679b0494,2024-01-01 19:33:00,homepage_view,Web,Instagram Ads
7570185e,2024-01-01 11:59:00,homepage_view,iOS,Instagram Ads
7570185e,2024-01-01 11:59:43,product_view,iOS,Instagram Ads
7570185e,2024-01-01 12:01:12,add_to_cart,iOS,Instagram Ads
7570185e,2024-01-01 12:04:29,checkout_start,iOS,Instagram Ads
7570185e,2024-01-01 12:05:56,purchase_success,iOS,Instagram Ads
6dd73b1a,2024-01-01 13:16:00,homepage_view,Android,Instagram Ads
6dd73b1a,2024-01-01 13:20:11,product_view,Android,Instagram Ads
6dd73b1a,2024-01-01 13:23:54,add_to_cart,Android,Instagram Ads
6dd73b1a,2024-01-01 13:26:26,checkout_start,Android,Instagram Ads
43763c82,2024-01-01 23:11:00,homepage_view,Android,Organic
43763c82,2024-01-01 23:14:13,product_view,Android,Organic
43763c82,2024-01-01 23:16:43,add_to_cart,Android,Organic
43763c82,2024-01-01 23:20:51,checkout_start,Android,Organic
f8d84d26,2024-01-01 06:20:00,homepage_view,Web,Direct
f8d84d26,2024-01-01 06:22:18,product_view,Web,Direct
f8d84d26,2024-01-01 06:25:23,add_to_cart,Web,Direct
f8d84d26,2024-01-01 06:26:25,checkout_start,Web,Direct
f8d84d26,2024-01-01 06:27:18,purchase_success,Web,Direct
3e198fe6,2024-01-01 07:42:00,homepage_view,Android,Instagram Ads
3e198fe6,2024-01-01 07:42:58,product_view,Android,Instagram Ads
d4e4f475,2024-01-01 21:50:00,homepage_view,Android,Instagram Ads
d4e4f475,2024-01-01 21:53:08,product_view,Android,Instagram Ads
d12e8376,2024-01-01 08:14:00,homepage_view,Android,Google Ads
d12e8376,2024-01-01 08:15:40,product_view,Android,Google Ads
d12e8376,2024-01-01 08:18:48,add_to_cart,Android,Google Ads
6ab3eddd,2024-01-01 19:09:00,homepage_view,iOS,Organic
6ab3eddd,2024-01-01 19:11:07,product_view,iOS,Organic
64b14753,2024-01-01 22:47:00,homepage_view,Web,Google Ads
64b14753,2024-01-01 22:49:49,product_view,Web,Google Ads
64b14753,2024-01-01 22:51:41,add_to_cart,Web,Google Ads
4475ab83,2024-01-01 20:38:00,homepage_view,Android,Direct
4475ab83,2024-01-01 20:38:10,product_view,Android,Direct
0925419e,2024-01-01 03:46:00,homepage_view,Android,Direct
85379e14,2024-01-01 15:22:00,homepage_view,iOS,Organic
af1bb602,2024-01-01 05:11:00,homepage_view,Android,Direct
af1bb602,2024-01-01 05:14:14,product_view,Android,Direct
a5224476,2024-01-01 12:52:00,homepage_view,iOS,Direct
a5224476,2024-01-01 12:54:38,product_view,iOS,Direct
67709374,2024-01-01 19:05:00,homepage_view,Web,Direct
67709374,2024-01-01 19:07:05,product_view,Web,Direct
f75586c1,2024-01-01 18:27:00,homepage_view,iOS,Organic
af67b2c8,2024-01-01 02:59:00,homepage_view,Android,Organic
6f1d14cc,2024-01-01 08:47:00,homepage_view,iOS,Organic
6f1d14cc,2024-01-01 08:50:11,product_view,iOS,Organic
7d37d6ee,2024-01-01 12:18:00,homepage_view,Web,Instagram Ads
7d37d6ee,2024-01-01 12:21:07,product_view,Web,Instagram Ads
7d37d6ee,2024-01-01 12:25:26,add_to_cart,Web,Instagram Ads
7d37d6ee,2024-01-01 12:28:55,checkout_start,Web,Instagram Ads
7d37d6ee,2024-01-01 12:31:00,purchase_success,Web,Instagram Ads
09ad6942,2024-01-01 15:43:00,homepage_view,iOS,Instagram Ads
7a8f78ee,2024-01-01 22:31:00,homepage_view,Web,Instagram Ads
7a8f78ee,2024-01-01 22:33:44,product_view,Web,Instagram Ads
657a380d,2024-01-01 22:42:00,homepage_view,iOS,Google Ads
657a380d,2024-01-01 22:43:56,product_view,iOS,Google Ads
7656ee08,2024-01-01 16:30:00,homepage_view,Android,Organic
5c573e56,2024-01-01 07:34:00,homepage_view,Android,Organic
5c573e56,2024-01-01 07:38:28,product_view,Android,Organic
7467d182,2024-01-01 15:54:00,homepage_view,iOS,Instagram Ads
d38668d8,2024-01-01 17:34:00,homepage_view,Web,Google Ads
d38668d8,2024-01-01 17:36:01,product_view,Web,Google Ads
d38668d8,2024-01-01 17:36:34,add_to_cart,Web,Google Ads
d38668d8,2024-01-01 17:40:47,checkout_start,Web,Google Ads
d38668d8,2024-01-01 17:41:28,purchase_success,Web,Google Ads
cdf4577e,2024-01-01 03:44:00,homepage_view,Web,Google Ads
6899f014,2024-01-01 12:05:00,homepage_view,iOS,Google Ads
e280caae,2024-01-01 19:41:00,homepage_view,iOS,Instagram Ads
e280caae,2024-01-01 19:43:30,product_view,iOS,Instagram Ads
e8423499,2024-01-01 03:09:00,homepage_view,Web,Instagram Ads
e8423499,2024-01-01 03:11:25,product_view,Web,Instagram Ads
535871b0,2024-01-01 12:31:00,homepage_view,Android,Organic
13caa570,2024-01-01 14:37:00,homepage_view,iOS,Direct
7b904cca,2024-01-01 08:39:00,homepage_view,iOS,Google Ads
bddd31b3,2024-01-01 04:00:00,homepage_view,iOS,Instagram Ads
bddd31b3,2024-01-01 04:00:41,product_view,iOS,Instagram Ads
bddd31b3,2024-01-01 04:01:09,add_to_cart,iOS,Instagram Ads
aaede8eb,2024-01-01 09:44:00,homepage_view,Android,Instagram Ads
dfe8cfc1,2024-01-01 03:38:00,homepage_view,Web,Direct
266f2c04,2024-01-01 02:14:00,homepage_view,Android,Organic
231362ca,2024-01-01 08:43:00,homepage_view,Android,Google Ads
231362ca,2024-01-01 08:44:23,product_view,Android,Google Ads
49dc8ea2,2024-01-01 07:03:00,homepage_view,Android,Instagram Ads
49dc8ea2,2024-01-01 07:06:13,product_view,Android,Instagram Ads
49dc8ea2,2024-01-01 07:10:09,add_to_cart,Android,Instagram Ads
49dc8ea2,2024-01-01 07:11:47,checkout_start,Android,Instagram Ads
0be0e7b7,2024-01-01 08:24:00,homepage_view,Web,Organic
0be0e7b7,2024-01-01 08:24:44,product_view,Web,Organic
ab9ca66b,2024-01-01 18:14:00,homepage_view,iOS,Direct
ab9ca66b,2024-01-01 18:17:22,product_view,iOS,Direct
ab9ca66b,2024-01-01 18:22:18,add_to_cart,iOS,Direct
ca8f68a0,2024-01-01 12:18:00,homepage_view,iOS,Instagram Ads
ca8f68a0,2024-01-01 12:19:36,product_view,iOS,Instagram Ads
eb3133cf,2024-01-01 12:30:00,homepage_view,iOS,Google Ads
eb3133cf,2024-01-01 12:32:38,product_view,iOS,Google Ads
eb3133cf,2024-01-01 12:36:02,add_to_cart,iOS,Google Ads
eb3133cf,2024-01-01 12:38:20,checkout_start,iOS,Google Ads
eb3133cf,2024-01-01 12:42:09,purchase_success,iOS,Google Ads
14008941,2024-01-01 05:55:00,homepage_view,iOS,Organic
14008941,2024-01-01 05:55:51,product_view,iOS,Organic
a690dd1e,2024-01-01 10:37:00,homepage_view,Android,Direct
a690dd1e,2024-01-01 10:40:09,product_view,Android,Direct
5afcc3a8,2024-01-01 05:26:00,homepage_view,iOS,Organic
01468921,2024-01-01 02:47:00,homepage_view,iOS,Instagram Ads
01468921,2024-01-01 02:48:22,product_view,iOS,Instagram Ads
20387b08,2024-01-01 02:18:00,homepage_view,Web,Organic
20387b08,2024-01-01 02:22:03,product_view,Web,Organic
20387b08,2024-01-01 02:24:10,add_to_cart,Web,Organic
20387b08,2024-01-01 02:25:00,checkout_start,Web,Organic
20387b08,2024-01-01 02:28:55,purchase_success,Web,Organic
ae5d12fe,2024-01-01 00:27:00,homepage_view,iOS,Organic
ae5d12fe,2024-01-01 00:29:41,product_view,iOS,Organic
ae5d12fe,2024-01-01 00:33:35,add_to_cart,iOS,Organic
ae5d12fe,2024-01-01 00:36:56,checkout_start,iOS,Organic
ae5d12fe,2024-01-01 00:40:58,purchase_success,iOS,Organic
7e2ba170,2024-01-01 17:38:00,homepage_view,Android,Organic
baf1f6d0,2024-01-01 14:16:00,homepage_view,Web,Direct
baf1f6d0,2024-01-01 14:19:55,product_view,Web,Direct
4ecead87,2024-01-01 12:34:00,homepage_view,iOS,Instagram Ads
4ecead87,2024-01-01 12:38:11,product_view,iOS,Instagram Ads
034be22f,2024-01-01 20:38:00,homepage_view,iOS,Direct
034be22f,2024-01-01 20:41:05,product_view,iOS,Direct
1b9b1524,2024-01-01 04:39:00,homepage_view,iOS,Direct
1b9b1524,2024-01-01 04:41:45,product_view,iOS,Direct
1b9b1524,2024-01-01 04:45:07,add_to_cart,iOS,Direct
6c1395bf,2024-01-01 17:23:00,homepage_view,Web,Instagram Ads
6c1395bf,2024-01-01 17:24:52,product_view,Web,Instagram Ads
6c1395bf,2024-01-01 17:29:08,add_to_cart,Web,Instagram Ads
6c1395bf,2024-01-01 17:29:56,checkout_start,Web,Instagram Ads
6c1395bf,2024-01-01 17:32:12,purchase_success,Web,Instagram Ads
84d36442,2024-01-01 07:31:00,homepage_view,iOS,Organic
84d36442,2024-01-01 07:35:31,product_view,iOS,Organic
f1048940,2024-01-01 00:26:00,homepage_view,Android,Direct
00373c0b,2024-01-01 17:53:00,homepage_view,iOS,Organic
00373c0b,2024-01-01 17:53:25,product_view,iOS,Organic
b1872b67,2024-01-01 22:58:00,homepage_view,iOS,Instagram Ads
f7c07401,2024-01-01 19:51:00,homepage_view,iOS,Organic
f7c07401,2024-01-01 19:51:20,product_view,iOS,Organic
f7c07401,2024-01-01 19:55:49,add_to_cart,iOS,Organic
f7c07401,2024-01-01 19:56:18,checkout_start,iOS,Organic
f7c07401,2024-01-01 19:58:53,purchase_success,iOS,Organic
c3bd1a48,2024-01-01 02:12:00,homepage_view,Android,Direct
c3bd1a48,2024-01-01 02:12:22,product_view,Android,Direct
5b1e93c3,2024-01-01 03:32:00,homepage_view,Web,Google Ads
5b1e93c3,2024-01-01 03:32:26,product_view,Web,Google Ads
5b1e93c3,2024-01-01 03:32:45,add_to_cart,Web,Google Ads
5b1e93c3,2024-01-01 03:37:30,checkout_start,Web,Google Ads
5b1e93c3,2024-01-01 03:39:48,purchase_success,Web,Google Ads
41647c90,2024-01-01 05:18:00,homepage_view,Android,Organic
41647c90,2024-01-01 05:19:14,product_view,Android,Organic
36c9bc62,2024-01-01 09:12:00,homepage_view,Android,Direct
36c9bc62,2024-01-01 09:15:20,product_view,Android,Direct
31523265,2024-01-01 11:15:00,homepage_view,Android,Google Ads
31523265,2024-01-01 11:16:06,product_view,Android,Google Ads
919742d2,2024-01-01 09:10:00,homepage_view,iOS,Direct
919742d2,2024-01-01 09:11:14,product_view,iOS,Direct
919742d2,2024-01-01 09:12:15,add_to_cart,iOS,Direct
919742d2,2024-01-01 09:13:07,checkout_start,iOS,Direct
919742d2,2024-01-01 09:16:46,purchase_success,iOS,Direct
e3ab29b6,2024-01-01 03:49:00,homepage_view,Android,Direct
e3ab29b6,2024-01-01 03:52:56,product_view,Android,Direct
83e014b6,2024-01-01 08:03:00,homepage_view,Android,Direct
83e014b6,2024-01-01 08:07:42,product_view,Android,Direct
17a36f2d,2024-01-01 00:23:00,homepage_view,Web,Direct
17a36f2d,2024-01-01 00:27:35,product_view,Web,Direct
1883dd1a,2024-01-01 12:33:00,homepage_view,Android,Direct
0aa53bd7,2024-01-01 17:05:00,homepage_view,Web,Direct
0aa53bd7,2024-01-01 17:06:40,product_view,Web,Direct
b9d519a8,2024-01-01 17:16:00,homepage_view,iOS,Direct
b9d519a8,2024-01-01 17:18:16,product_view,iOS,Direct
10385a2f,2024-01-01 23:04:00,homepage_view,Web,Instagram Ads
10385a2f,2024-01-01 23:05:08,product_view,Web,Instagram Ads
68791533,2024-01-01 23:45:00,homepage_view,Android,Organic
68791533,2024-01-01 23:45:13,product_view,Android,Organic
7e800585,2024-01-01 12:26:00,homepage_view,iOS,Google Ads
7e800585,2024-01-01 12:28:32,product_view,iOS,Google Ads
7e800585,2024-01-01 12:31:06,add_to_cart,iOS,Google Ads
3e66c30d,2024-01-01 11:28:00,homepage_view,iOS,Instagram Ads
3e66c30d,2024-01-01 11:32:49,product_view,iOS,Instagram Ads
664859f5,2024-01-01 21:29:00,homepage_view,iOS,Google Ads
664859f5,2024-01-01 21:30:45,product_view,iOS,Google Ads
664859f5,2024-01-01 21:33:42,add_to_cart,iOS,Google Ads
664859f5,2024-01-01 21:36:01,checkout_start,iOS,Google Ads
664859f5,2024-01-01 21:37:48,purchase_success,iOS,Google Ads
a7f6f135,2024-01-01 18:42:00,homepage_view,Android,Direct
a7f6f135,2024-01-01 18:44:37,product_view,Android,Direct
015917cb,2024-01-01 13:45:00,homepage_view,iOS,Organic
015917cb,2024-01-01 13:49:43,product_view,iOS,Organic
73da0c88,2024-01-01 03:10:00,homepage_view,Android,Instagram Ads
73da0c88,2024-01-01 03:13:41,product_view,Android,Instagram Ads
7a8b7363,2024-01-01 07:05:00,homepage_view,Web,Organic
7a8b7363,2024-01-01 07:05:51,product_view,Web,Organic
7a8b7363,2024-01-01 07:09:08,add_to_cart,Web,Organic
7a8b7363,2024-01-01 07:10:25,checkout_start,Web,Organic
7a8b7363,2024-01-01 07:11:11,purchase_success,Web,Organic
3633e4b4,2024-01-01 10:35:00,homepage_view,Android,Instagram Ads
14779249,2024-01-01 09:16:00,homepage_view,iOS,Direct
